account_id,account_name,signup_date,seats,is_trial,churn_flag,days_since_signup,n_subscriptions,n_churned_subs,n_upgrades,n_downgrades,n_trial_subs,total_mrr,max_mrr,avg_mrr,auto_renew_pct,tenure_days,latest_mrr,sub_churn_rate,upgrade_net,total_usage_events,unique_features_used,total_usage_duration_mins,total_errors,beta_feature_pct,avg_usage_count,error_rate,feature_breadth,n_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,n_escalations,urgent_pct,escalation_rate,n_churn_events,had_reactivation,had_preceding_downgrade,had_preceding_upgrade,total_refund_usd,primary_churn_reason_budget,primary_churn_reason_competitor,primary_churn_reason_features,primary_churn_reason_pricing,primary_churn_reason_support,primary_churn_reason_unknown,days_since_last_usage,usage_last_30d,usage_last_90d,recency_ratio,has_active_sub,active_mrr,usage_per_seat,tickets_per_seat,mrr_per_seat,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Basic,plan_tier_Enterprise,plan_tier_Pro,latest_plan_tier_Basic,latest_plan_tier_Enterprise,latest_plan_tier_Pro,billing_freq_annual,billing_freq_monthly
A-ff3c73,Company_244,2023-01-26,21,False,False,907,9,1,1,0,3,4335,1254,481.7,0.778,248,399,0.1111111111111111,1,40,29,2399.8,23,0.125,10.2,0.575,0.725,2.0,35.5,97.5,3.5,0.0,0.5,0.0,2.0,0.0,0.0,1.0,2.42,False,True,False,False,False,False,205,0,0,0.0,1,4335,1.9,0.095,206.4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
A-8b0451,Company_245,2024-09-16,41,False,False,308,10,1,0,0,1,31709,8159,3170.9,0.8,101,8159,0.1,0,60,32,2965.5,45,0.1,10.1,0.75,0.8,7.0,26.6,83.7,3.71,0.0,0.571,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,202,0,0,0.0,1,23550,1.46,0.171,773.4,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
A-331424,Company_246,2023-11-06,11,False,False,623,6,1,0,0,2,6776,2189,1129.3,0.5,221,0,0.16666666666666666,0,20,17,1269.5,9,0.15,10.7,0.45,0.425,2.0,24.5,98.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,231,0,0,0.0,1,6567,1.82,0.182,616.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
A-51ec1b,Company_247,2023-11-08,7,False,False,621,6,2,3,2,0,11087,3582,1847.8,0.833,291,3383,0.3333333333333333,1,28,19,1852.7,12,0.107,10.11,0.4286,0.475,3.0,52.3,150.0,4.67,1.0,0.0,0.333,1.0,1.0,0.0,1.0,0.0,False,False,False,False,False,True,272,0,0,0.0,1,8567,4.0,0.429,1583.9,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
A-bcf664,Company_248,2023-05-19,5,False,False,794,13,1,0,0,2,13728,2587,1056.0,1.0,173,2303,0.07692307692307693,0,56,31,3032.0,28,0.089,10.27,0.5,0.775,5.0,36.0,110.6,4.0,1.0,0.4,0.2,3.0,1.0,0.0,0.0,75.32,False,True,False,False,False,False,209,0,0,0.0,1,11340,11.2,1.0,2745.6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
A-90a8c8,Company_249,2024-08-24,15,False,False,331,7,0,2,0,1,26514,14527,3787.7,0.714,330,2985,0.0,2,41,23,2124.8,20,0.098,9.85,0.4878,0.575,4.0,45.0,29.5,3.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,206,0,0,0.0,1,26514,2.73,0.267,1767.6,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
A-86cdb4,Company_250,2024-09-22,2,False,False,302,9,2,0,0,1,3551,988,394.6,1.0,84,323,0.2222222222222222,0,49,27,2787.1,24,0.122,10.04,0.4898,0.675,5.0,26.4,105.8,4.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,225,0,0,0.0,1,3006,24.5,2.5,1775.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
A-4bfa33,Company_251,2024-12-07,8,True,False,226,7,1,0,0,1,5606,3528,800.9,0.857,19,0,0.14285714285714285,0,36,23,1304.1,17,0.167,9.14,0.4722,0.575,4.0,16.5,84.8,3.75,0.0,0.25,0.0,3.0,0.0,0.0,1.0,99.76,False,False,False,False,False,True,207,0,0,0.0,1,5165,4.5,0.5,700.8,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
A-dbc825,Company_252,2024-01-07,19,False,False,561,16,4,2,0,1,42404,10945,2650.2,0.875,333,361,0.25,2,72,34,3546.7,58,0.111,10.14,0.8056,0.85,6.0,49.5,108.2,4.0,1.0,0.167,0.167,2.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,203,0,0,0.0,1,25702,3.79,0.316,2231.8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
A-c70870,Company_253,2024-10-22,31,False,False,272,7,0,2,1,3,39614,33830,5659.1,1.0,252,4606,0.0,1,34,23,1772.3,18,0.118,9.82,0.5294,0.575,5.0,35.6,105.8,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,202,0,0,0.0,1,39614,1.1,0.161,1277.9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False
A-7c4956,Company_254,2023-05-06,5,False,True,807,8,3,0,0,2,3409,1194,426.1,0.75,493,513,0.375,0,45,27,2161.8,40,0.133,10.56,0.8889,0.675,3.0,13.7,66.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,207,0,0,0.0,1,3314,9.0,0.6,681.8,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False
A-0651a4,Company_255,2024-10-16,16,False,False,278,15,1,0,0,3,44564,12935,2970.9,0.867,57,12935,0.06666666666666667,0,69,34,3357.1,37,0.116,10.22,0.5362,0.85,4.0,29.2,48.5,4.0,0.0,0.25,0.0,2.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,217,0,0,0.0,1,44564,4.31,0.25,2785.2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
A-3ce5b8,Company_256,2023-09-07,8,False,True,683,9,0,0,0,2,16650,9261,1850.0,1.0,584,0,0.0,0,50,29,2463.4,29,0.1,10.18,0.58,0.725,10.0,42.5,101.8,3.8,0.0,0.3,0.0,1.0,0.0,0.0,0.0,261.49,False,False,True,False,False,False,218,0,0,0.0,1,16650,6.25,1.25,2081.2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
A-bd4708,Company_257,2024-07-21,37,True,False,365,13,0,1,0,4,38975,7363,2998.1,0.692,362,7363,0.0,1,64,33,3365.0,30,0.109,10.2,0.4688,0.825,4.0,24.0,90.8,3.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,203,0,0,0.0,1,38975,1.73,0.108,1053.4,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True
A-993085,Company_258,2023-06-01,31,True,False,781,15,1,2,2,1,48456,9751,3230.4,0.8,463,8358,0.06666666666666667,0,70,33,3600.2,50,0.1,9.5,0.7143,0.825,4.0,46.5,82.0,3.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,213,0,0,0.0,1,40098,2.26,0.129,1563.1,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
A-92a3af,Company_259,2024-07-07,25,False,False,379,11,0,0,2,0,34538,6965,3139.8,0.636,363,1225,0.0,-2,67,35,3636.5,55,0.119,10.66,0.8209,0.875,4.0,57.5,39.0,4.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,215,0,0,0.0,1,34538,2.68,0.16,1381.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
A-151c9a,Company_260,2023-01-27,23,False,False,906,5,0,0,1,0,14250,4577,2850.0,0.8,805,2548,0.0,-1,34,28,2015.1,14,0.029,10.76,0.4118,0.7,2.0,31.0,156.5,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.6,False,False,False,False,True,False,204,0,0,0.0,1,14250,1.48,0.087,619.6,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
A-474ad4,Company_261,2023-11-28,8,False,False,601,15,2,1,1,4,12125,4776,808.3,0.667,392,4776,0.13333333333333333,0,64,34,3055.9,45,0.094,9.45,0.7031,0.85,3.0,33.0,50.7,4.33,1.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,222,0,0,0.0,1,10533,8.0,0.375,1515.6,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
A-4ef964,Company_262,2024-03-07,17,False,False,501,9,1,0,0,1,14279,3430,1586.6,0.667,211,1372,0.1111111111111111,0,49,31,2511.0,33,0.122,9.94,0.6735,0.775,3.0,42.7,86.3,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,210,0,0,0.0,1,13557,2.88,0.176,839.9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
A-fd9422,Company_263,2024-04-04,58,False,False,473,9,1,1,1,4,28130,11542,3125.6,0.778,147,2842,0.1111111111111111,0,44,27,2388.6,21,0.114,10.36,0.4773,0.675,6.0,44.3,116.8,3.5,1.0,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,203,0,0,0.0,1,27028,0.76,0.103,485.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
A-0baac2,Company_264,2024-05-30,14,False,True,417,6,2,0,0,0,18500,6169,3083.3,1.0,193,2786,0.3333333333333333,0,21,19,1219.4,9,0.0,9.62,0.4286,0.475,6.0,43.5,89.0,4.17,0.0,0.167,0.0,4.0,0.0,0.0,1.0,99.38,False,False,False,False,False,True,263,0,0,0.0,1,9943,1.5,0.429,1321.4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
A-bb1486,Company_265,2024-11-05,41,False,False,258,8,1,0,2,0,16307,3381,2038.4,0.75,36,3283,0.125,-2,42,24,1982.4,36,0.119,9.64,0.8571,0.6,3.0,11.0,78.0,3.67,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,True,False,False,False,False,False,224,0,0,0.0,1,15528,1.02,0.073,397.7,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
A-560d27,Company_266,2024-05-05,23,False,False,442,12,1,1,0,3,41641,14129,3470.1,0.583,171,0,0.08333333333333333,1,59,27,3093.6,38,0.102,9.95,0.6441,0.675,4.0,30.8,59.8,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,266,0,0,0.0,1,37064,2.57,0.174,1810.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False
A-0b0d6d,Company_267,2024-12-30,3,False,False,203,13,2,1,0,0,33491,10348,2576.2,1.0,1,1029,0.15384615384615385,1,62,32,2706.8,48,0.145,9.39,0.7742,0.8,5.0,31.4,90.4,4.0,1.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,207,0,0,0.0,1,30429,20.67,1.667,11163.7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
A-2789e3,Company_268,2024-09-14,11,False,False,310,12,0,1,1,2,24489,12139,2040.8,0.833,306,0,0.0,0,65,33,3431.3,45,0.092,10.46,0.6923,0.825,4.0,47.2,83.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,202,0,0,0.0,1,24489,5.91,0.364,2226.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
A-b07346,Company_269,2024-10-10,51,False,True,284,5,0,1,0,1,31416,10149,6283.2,0.6,257,0,0.0,1,33,23,1782.4,22,0.121,9.88,0.6667,0.575,3.0,42.3,76.7,3.67,0.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,221,0,0,0.0,1,31416,0.65,0.059,616.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False
A-902ef7,Company_270,2024-09-03,83,False,True,321,8,0,2,0,2,44322,16517,5540.2,1.0,319,1577,0.0,2,40,31,2431.3,24,0.125,10.35,0.6,0.775,2.0,48.5,85.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,273,0,0,0.0,1,44322,0.48,0.024,534.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
A-20736a,Company_271,2024-03-16,50,False,False,492,7,0,1,1,1,40525,12736,5789.3,1.0,438,9950,0.0,0,42,22,1806.8,22,0.119,10.24,0.5238,0.55,4.0,42.2,78.2,3.75,0.0,0.25,0.0,1.0,0.0,0.0,0.0,64.98,False,True,False,False,False,False,204,0,0,0.0,1,40525,0.84,0.08,810.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
A-e4bf56,Company_272,2024-10-28,17,False,True,266,7,1,0,1,0,18926,7363,2703.7,0.571,32,4378,0.14285714285714285,-1,33,25,1924.8,10,0.03,10.27,0.303,0.625,8.0,29.1,111.5,3.75,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,210,0,0,0.0,1,11563,1.94,0.471,1113.3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
A-cea1f0,Company_273,2024-04-07,8,False,True,470,10,0,1,1,2,12244,4378,1224.4,0.4,415,1592,0.0,0,56,28,2686.5,28,0.161,10.46,0.5,0.7,5.0,42.2,107.4,4.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,210,0,0,0.0,1,12244,7.0,0.625,1530.5,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
A-ef84cf,Company_274,2024-03-01,8,False,False,507,5,1,0,1,1,7507,6766,1501.4,0.6,154,152,0.2,-1,28,21,1673.7,11,0.107,11.04,0.3929,0.525,5.0,34.8,79.4,4.2,1.0,0.4,0.2,3.0,1.0,0.0,1.0,18.81,False,False,False,True,False,False,202,0,0,0.0,1,7355,3.5,0.625,938.4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
A-d49cc5,Company_275,2023-09-19,50,False,False,671,8,0,0,0,0,13325,3675,1665.6,0.875,524,950,0.0,0,41,27,2382.2,34,0.122,10.63,0.8293,0.675,4.0,32.0,55.2,4.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,205,0,0,0.0,1,13325,0.82,0.08,266.5,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
A-67be94,Company_276,2023-04-04,26,False,False,839,7,1,1,0,0,21930,10348,3132.9,0.857,173,1274,0.14285714285714285,1,42,26,2120.0,17,0.071,9.9,0.4048,0.65,5.0,38.6,51.0,4.0,0.0,0.2,0.0,2.0,0.0,0.0,0.0,88.27,False,True,False,False,False,False,215,0,0,0.0,1,14567,1.62,0.192,843.5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
A-4e960a,Company_277,2024-01-17,12,True,True,551,12,0,0,1,2,23942,14129,1995.2,0.917,530,228,0.0,-1,49,29,2565.7,21,0.102,10.45,0.4286,0.725,6.0,29.2,83.2,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,205,0,0,0.0,1,23942,4.08,0.5,1995.2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
A-c37cab,Company_278,2024-07-29,13,False,False,357,12,2,1,1,3,29433,19502,2452.8,0.917,136,437,0.16666666666666666,0,70,32,3388.5,40,0.2,10.11,0.5714,0.8,4.0,33.0,101.2,3.75,1.0,0.0,0.25,2.0,0.0,0.0,0.0,4.03,False,True,False,False,False,False,203,0,0,0.0,1,9931,5.38,0.308,2264.1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False
A-533452,Company_279,2024-11-12,9,False,False,251,11,1,1,2,1,20664,5174,1878.5,0.909,29,988,0.09090909090909091,-1,63,32,2878.8,44,0.159,9.44,0.6984,0.8,4.0,32.8,35.5,4.0,0.0,0.25,0.0,4.0,1.0,1.0,0.0,147.55,False,False,True,False,False,False,218,0,0,0.0,1,20223,7.0,0.444,2296.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
A-443b7c,Company_280,2024-09-06,1,False,True,318,16,2,4,0,3,24062,13930,1503.9,0.812,104,152,0.125,4,63,28,3250.6,29,0.127,9.81,0.4603,0.7,8.0,29.2,49.0,4.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,206,0,0,0.0,1,23739,63.0,8.0,24062.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
A-1f7acb,Company_281,2023-08-06,64,True,False,715,8,0,1,3,1,46912,12736,5864.0,0.75,689,12736,0.0,-2,53,26,2734.5,47,0.132,9.62,0.8868,0.65,7.0,41.7,129.6,4.29,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,220,0,0,0.0,1,46912,0.83,0.109,733.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
A-f51f16,Company_282,2023-12-25,1,False,False,574,8,1,2,0,1,13310,7761,1663.8,0.875,187,38,0.125,2,37,25,2434.9,28,0.081,10.38,0.7568,0.625,4.0,29.2,91.0,3.5,0.0,0.5,0.0,2.0,0.0,1.0,1.0,0.0,False,True,False,False,False,False,225,0,0,0.0,1,13261,37.0,4.0,13310.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
A-5a3eb9,Company_283,2023-08-20,18,True,False,701,13,1,0,2,0,20293,3582,1561.0,0.846,465,882,0.07692307692307693,-2,69,34,3614.7,34,0.101,10.46,0.4928,0.85,3.0,24.0,83.0,4.0,0.0,0.333,0.0,3.0,0.0,0.0,1.0,58.37,False,True,False,False,False,False,222,0,0,0.0,1,19411,3.83,0.167,1127.4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
A-5f2961,Company_284,2024-11-22,4,False,False,241,7,0,0,0,0,10299,3184,1471.3,0.857,236,304,0.0,0,36,22,1717.0,19,0.056,9.67,0.5278,0.55,1.0,53.0,19.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.6,False,False,False,True,False,False,259,0,0,0.0,1,10299,9.0,0.25,2574.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False
A-417d2f,Company_285,2023-07-04,4,True,False,748,16,1,1,0,2,22933,10149,1433.3,0.812,304,1617,0.0625,1,71,37,3440.0,31,0.113,10.17,0.4366,0.925,6.0,43.5,80.5,4.17,0.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,222,0,0,0.0,1,17759,17.75,1.5,5733.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
A-e98302,Company_286,2023-12-26,16,True,False,573,6,1,0,0,0,12567,6766,2094.5,0.833,342,2842,0.16666666666666666,0,30,21,1479.2,18,0.1,9.1,0.6,0.525,9.0,44.4,99.4,4.11,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,221,0,0,0.0,1,9725,1.88,0.562,785.4,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False
A-8bde0c,Company_287,2024-11-04,12,False,False,259,18,2,2,0,1,34198,5572,1899.9,0.833,56,2388,0.1111111111111111,2,80,34,4015.1,43,0.075,9.66,0.5375,0.85,3.0,25.7,86.3,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,227,0,0,0.0,1,32385,6.67,0.25,2849.8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
A-bcf87c,Company_288,2024-06-27,10,False,True,389,11,2,0,1,1,21770,6169,1979.1,0.727,142,3383,0.18181818181818182,-1,54,26,2459.8,19,0.13,9.31,0.3519,0.65,2.0,63.0,49.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,219,0,0,0.0,1,13611,5.4,0.2,2177.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
A-54ecc2,Company_289,2023-06-11,4,False,False,771,11,0,0,1,1,16168,5970,1469.8,0.909,705,5572,0.0,-1,56,28,3058.3,39,0.107,10.84,0.6964,0.7,5.0,37.4,72.0,4.4,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,False,False,False,True,False,False,224,0,0,0.0,1,16168,14.0,1.25,4042.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
A-625d0b,Company_290,2024-09-02,9,False,False,322,11,1,0,0,2,11893,2058,1081.2,0.909,58,1791,0.09090909090909091,0,54,32,2358.2,38,0.111,9.8,0.7037,0.8,5.0,48.4,72.4,3.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,224,0,0,0.0,1,9903,6.0,0.556,1321.4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
A-fce879,Company_291,2024-09-24,10,True,True,300,5,0,0,1,1,6797,3781,1359.4,1.0,296,399,0.0,-1,27,25,1645.7,14,0.037,11.07,0.5185,0.625,2.0,28.0,61.5,4.0,0.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,233,0,0,0.0,1,6797,2.7,0.2,679.7,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False
A-b07b56,Company_292,2024-11-08,25,False,True,255,15,1,0,0,3,16984,4975,1132.3,0.8,23,0,0.06666666666666667,0,64,32,3091.0,39,0.141,9.89,0.6094,0.8,4.0,31.2,93.8,3.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,204,0,0,0.0,1,16984,2.56,0.16,679.4,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
A-6da850,Company_293,2023-10-07,5,False,False,653,16,3,3,1,4,18559,7363,1159.9,0.75,450,114,0.1875,2,70,30,3106.2,54,0.114,10.2,0.7714,0.75,5.0,49.0,76.4,4.0,0.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,206,0,0,0.0,1,16534,14.0,1.0,3711.8,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
A-342303,Company_294,2024-03-16,1,True,False,492,3,0,0,0,1,1695,1372,565.0,1.0,444,0,0.0,0,15,12,385.8,5,0.067,9.4,0.3333,0.3,3.0,29.3,71.3,4.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,237,0,0,0.0,1,1695,15.0,3.0,1695.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
A-e7a1e2,Company_295,2024-06-23,3,False,False,393,12,1,0,0,2,20042,8756,1670.2,0.833,147,8756,0.08333333333333333,0,68,36,3682.1,36,0.044,10.34,0.5294,0.9,1.0,45.0,37.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,6.2,True,False,False,False,False,False,212,0,0,0.0,1,19047,22.67,0.333,6680.7,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
A-f1f639,Company_296,2023-02-26,2,False,False,876,4,0,1,0,0,2919,1791,729.8,1.0,749,1791,0.0,1,14,12,718.3,10,0.286,9.93,0.7143,0.3,7.0,20.0,67.6,4.57,0.0,0.143,0.0,2.0,1.0,0.0,0.0,0.0,True,False,False,False,False,False,213,0,0,0.0,1,2919,7.0,3.5,1459.5,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True
A-a865bd,Company_297,2023-09-19,38,False,False,671,5,0,0,0,0,21022,7562,4204.4,0.6,551,2744,0.0,0,24,19,1002.0,13,0.125,9.58,0.5417,0.475,2.0,31.5,21.5,3.5,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,215,0,0,0.0,1,21022,0.63,0.053,553.2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
A-4e631b,Company_298,2024-03-16,22,False,False,492,11,0,1,1,1,24398,7960,2218.0,0.727,490,418,0.0,0,49,32,2577.8,29,0.082,10.24,0.5918,0.8,2.0,24.5,52.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,214,0,0,0.0,1,24398,2.23,0.091,1109.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
A-7f6b86,Company_299,2023-08-24,45,True,True,697,9,1,3,0,3,19402,11741,2155.8,0.778,204,855,0.1111111111111111,3,41,27,2404.2,14,0.073,10.24,0.3415,0.675,7.0,40.4,96.6,3.86,0.0,0.143,0.0,1.0,0.0,0.0,0.0,5.27,False,False,False,True,False,False,207,0,0,0.0,1,17197,0.91,0.156,431.2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False
A-8adedc,Company_300,2024-02-11,4,True,True,526,14,2,0,0,3,28328,11343,2023.4,0.929,251,3332,0.14285714285714285,0,61,32,2766.6,33,0.082,9.56,0.541,0.8,4.0,49.2,56.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,202,0,0,0.0,1,13801,15.25,1.0,7082.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
