account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,churned_next_180d,days_since_signup,n_subscriptions,n_upgrades,n_downgrades,n_trial_subs,total_mrr,max_mrr,avg_mrr,auto_renew_pct,tenure_days,n_ended_subs,latest_plan_tier,billing_freq,latest_seats,latest_mrr,first_seats,first_mrr,seat_growth,mrr_growth,mrr_growth_pct,upgrade_net,mrr_std,mrr_cv,pct_subs_ended,days_since_last_sub_start,total_usage_events,unique_features_used,total_usage_duration_mins,total_errors,beta_feature_pct,avg_usage_count,days_since_last_usage,usage_span_days,error_rate,usage_last_30d,usage_last_60d,usage_last_90d,usage_last_180d,accel_30d_vs_90d,accel_30d_vs_180d,accel_90d_vs_180d,usage_prior_90d,usage_momentum,usage_delta_90d,recency_ratio_90d,usage_trend_slope,mean_gap_days,max_gap_days,n_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction,min_satisfaction,sat_missing_rate,n_escalations,days_since_last_ticket,n_urgent_high,urgent_pct,escalation_rate,tickets_last_30d,tickets_last_90d,tickets_last_180d,ticket_accel_30d_vs_90d,usage_per_seat,tickets_per_seat,mrr_per_seat
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,1,378,8.0,0.0,0.0,2.0,8956.0,2587.0,1119.5,1.0,350.0,1.0,Enterprise,monthly,13.0,2587.0,59.0,1121.0,-46.0,1466.0,1.308,0.0,1016.799600989019,0.908,0.125,57.0,22.0,17.0,1244.2,10.0,0.227,11.0,27.0,461.0,0.4545,1.0,1.0,1.0,7.0,3.0,0.857,0.286,6.0,0.167,-5.0,0.045,-0.0,23.0,81.0,3.0,35.3,69.0,156.3,4.0,3.0,0.333,1.0,165.0,3.0,1.0,0.333,0.0,0.0,1.0,,4.4,0.6,1791.2
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,0,391,6.0,0.0,0.0,2.0,1702.0,995.0,283.7,0.667,361.0,2.0,Enterprise,monthly,5.0,995.0,9.0,441.0,-4.0,554.0,1.256,0.0,384.7002296160826,1.356,0.333,155.0,21.0,15.0,871.8,21.0,0.048,10.67,13.0,486.0,1.0,2.0,3.0,5.0,6.0,1.2,2.0,1.667,1.0,5.0,4.0,0.238,-0.0092,24.3,69.0,0.0,,,,,,,0.0,516.0,0.0,,,0.0,0.0,0.0,,4.2,,340.4
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,1,267,5.0,0.0,0.0,0.0,14906.0,9261.0,2981.2,1.0,168.0,0.0,Basic,annual,37.0,703.0,189.0,9261.0,-152.0,-8558.0,-0.924,0.0,3634.890603580801,1.219,0.0,9.0,17.0,15.0,911.1,4.0,0.118,11.53,14.0,464.0,0.2353,2.0,2.0,4.0,5.0,1.5,2.4,1.6,1.0,4.0,3.0,0.235,-0.0,29.0,66.0,6.0,36.8,50.0,113.0,4.0,3.0,0.5,0.0,56.0,4.0,0.667,0.0,0.0,1.0,2.0,0.0,2.12,0.75,1863.2
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,0,185,8.0,1.0,1.0,1.0,4532.0,2597.0,566.5,0.75,179.0,0.0,Basic,annual,8.0,152.0,10.0,190.0,-2.0,-38.0,-0.2,0.0,834.9232642242383,1.474,0.0,43.0,18.0,15.0,966.6,18.0,0.0,10.17,14.0,491.0,1.0,4.0,5.0,5.0,8.0,2.4,3.0,1.25,3.0,1.667,2.0,0.278,0.1013,28.9,94.0,3.0,33.0,48.0,50.7,5.0,5.0,0.667,1.0,28.0,1.0,0.333,0.333,1.0,1.0,1.0,3.0,2.25,0.375,566.5
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,0,57,2.0,1.0,0.0,1.0,11542.0,11542.0,5771.0,1.0,23.0,0.0,Enterprise,annual,58.0,11542.0,58.0,0.0,0.0,11542.0,,1.0,8161.426468455132,1.414,0.0,22.0,1.0,1.0,16.4,0.0,0.0,9.0,58.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,,1.0,1.0,,,,5.0,42.8,70.0,124.4,3.4,3.0,0.0,1.0,62.0,2.0,0.4,0.2,0.0,3.0,4.0,0.0,0.02,0.086,199.0
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,516.0,0.0,,0.0,0.0,,,516.0,516.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,2.0,32.5,58.0,79.0,,,1.0,0.0,69.0,1.0,0.5,0.0,0.0,1.0,2.0,0.0,,0.143,
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,0,26,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,516.0,0.0,,0.0,0.0,,,516.0,516.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,4.0,30.8,67.0,59.8,3.67,3.0,0.25,0.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.174,
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,0,54,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,516.0,0.0,,0.0,0.0,,,516.0,516.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,3.0,44.7,57.0,68.0,4.0,4.0,0.667,0.0,20.0,1.0,0.333,0.0,1.0,1.0,2.0,3.0,,0.375,
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,1,91,2.0,0.0,0.0,1.0,6766.0,6766.0,3383.0,1.0,80.0,0.0,Enterprise,annual,34.0,6766.0,8.0,0.0,26.0,6766.0,,0.0,4784.284481508181,1.414,0.0,9.0,7.0,7.0,368.2,3.0,0.0,9.43,32.0,484.0,0.4286,0.0,1.0,2.0,3.0,0.0,0.0,1.333,1.0,2.0,1.0,0.286,-0.0,80.7,196.0,3.0,32.0,59.0,110.7,4.0,4.0,0.667,0.0,81.0,1.0,0.333,0.0,0.0,1.0,1.0,0.0,0.88,0.375,845.8
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,0,135,5.0,0.0,0.0,2.0,18934.0,14129.0,3786.8,0.8,114.0,0.0,Enterprise,monthly,71.0,14129.0,17.0,0.0,54.0,14129.0,,0.0,6101.849776911917,1.611,0.0,50.0,17.0,13.0,985.1,4.0,0.176,10.47,87.0,422.0,0.2353,0.0,0.0,1.0,3.0,0.0,0.0,0.667,2.0,0.5,-1.0,0.059,-0.0,26.4,78.0,5.0,31.0,54.0,73.8,4.0,3.0,0.4,0.0,138.0,2.0,0.4,0.0,0.0,0.0,1.0,,1.42,0.417,1577.8
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,0,299,3.0,1.0,0.0,0.0,15168.0,12736.0,5056.0,0.667,273.0,0.0,Basic,monthly,64.0,1216.0,64.0,12736.0,0.0,-11520.0,-0.905,1.0,6651.075101064489,1.315,0.0,213.0,12.0,8.0,694.2,5.0,0.25,9.33,17.0,428.0,0.4167,1.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,0.0,0.25,0.0,38.9,98.0,5.0,33.0,65.0,119.6,4.25,3.0,0.2,0.0,1.0,3.0,0.6,0.0,1.0,1.0,2.0,3.0,0.19,0.078,237.0
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,1,158,7.0,2.0,0.0,1.0,13272.0,7761.0,1896.0,0.857,103.0,0.0,Enterprise,annual,39.0,7761.0,24.0,456.0,15.0,7305.0,16.02,2.0,2825.1614113179444,1.49,0.0,25.0,24.0,18.0,1616.6,17.0,0.083,10.83,36.0,478.0,0.7083,0.0,2.0,4.0,11.0,0.0,0.0,0.727,7.0,0.571,-3.0,0.167,-0.0402,20.8,79.0,3.0,19.7,35.0,64.0,3.0,3.0,0.333,0.0,350.0,2.0,0.667,0.0,0.0,0.0,0.0,,24.0,3.0,13272.0
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,0,332,7.0,1.0,0.0,0.0,17820.0,10149.0,2545.7,0.857,332.0,1.0,Pro,monthly,13.0,637.0,5.0,95.0,8.0,542.0,5.705,1.0,3786.4060230551836,1.487,0.143,63.0,30.0,19.0,1575.1,10.0,0.1,9.9,21.0,490.0,0.3333,1.0,3.0,5.0,7.0,0.6,0.857,1.429,2.0,2.5,3.0,0.167,-0.0129,16.9,85.0,4.0,33.8,52.0,84.0,4.33,4.0,0.25,0.0,120.0,3.0,0.75,0.0,0.0,0.0,1.0,,7.5,1.0,4455.0
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,0,157,2.0,0.0,0.0,0.0,7648.0,6766.0,3824.0,1.0,131.0,0.0,Enterprise,annual,34.0,6766.0,18.0,882.0,16.0,5884.0,6.671,0.0,4160.616300501646,1.088,0.0,120.0,7.0,6.0,387.3,5.0,0.143,9.86,19.0,459.0,0.7143,2.0,2.0,2.0,2.0,3.0,6.0,2.0,0.0,,2.0,0.286,,76.5,282.0,7.0,42.0,72.0,114.4,4.2,4.0,0.286,0.0,221.0,4.0,0.571,0.0,0.0,0.0,0.0,,0.44,0.438,478.0
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,1,355,5.0,0.0,0.0,1.0,8431.0,5970.0,1686.2,0.8,289.0,0.0,Enterprise,monthly,30.0,5970.0,4.0,196.0,26.0,5774.0,29.459,0.0,2562.2480754212697,1.52,0.0,32.0,22.0,16.0,1199.0,12.0,0.091,11.18,31.0,459.0,0.5455,0.0,1.0,4.0,7.0,0.0,0.0,1.143,3.0,1.333,1.0,0.182,0.0073,23.0,54.0,4.0,32.5,70.0,85.0,5.0,5.0,0.75,0.0,308.0,2.0,0.5,0.0,0.0,0.0,0.0,,5.5,1.0,2107.8
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,0,76,2.0,1.0,0.0,0.0,12338.0,7960.0,6169.0,0.5,74.0,0.0,Enterprise,annual,22.0,4378.0,40.0,7960.0,-18.0,-3582.0,-0.45,1.0,2532.8564902102135,0.411,0.0,18.0,2.0,2.0,22.0,1.0,0.0,10.0,84.0,58.0,0.5,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,,58.0,58.0,1.0,29.0,29.0,86.0,,,1.0,0.0,270.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.09,0.045,560.8
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,1,281,5.0,3.0,0.0,1.0,6806.0,2891.0,1361.2,0.8,275.0,1.0,Basic,annual,45.0,855.0,45.0,0.0,0.0,855.0,,3.0,1163.7900154237448,0.855,0.2,10.0,15.0,13.0,997.5,3.0,0.067,10.33,34.0,468.0,0.2,0.0,1.0,2.0,5.0,0.0,0.0,0.8,3.0,0.667,-1.0,0.133,-0.0,33.4,81.0,3.0,42.7,65.0,120.3,3.0,3.0,0.667,0.0,333.0,2.0,0.667,0.0,0.0,0.0,0.0,,0.33,0.067,151.2
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,0,110,9.0,0.0,0.0,2.0,21033.0,11343.0,2337.0,1.0,99.0,1.0,Enterprise,annual,43.0,0.0,57.0,11343.0,-14.0,-11343.0,-1.0,0.0,3708.745374112383,1.587,0.111,7.0,29.0,23.0,1292.2,15.0,0.138,9.55,24.0,490.0,0.5172,1.0,3.0,6.0,12.0,0.5,0.5,1.0,6.0,1.0,0.0,0.207,0.0286,17.5,121.0,3.0,59.7,66.0,69.3,4.0,4.0,0.667,0.0,300.0,1.0,0.333,0.0,0.0,0.0,0.0,,7.25,0.75,5258.2
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,0,64,6.0,0.0,0.0,1.0,11003.0,4975.0,1833.8,0.667,40.0,0.0,Enterprise,monthly,25.0,4975.0,17.0,833.0,8.0,4142.0,4.972,0.0,1810.7598865301459,0.987,0.0,2.0,22.0,19.0,944.2,15.0,0.182,9.77,6.0,493.0,0.6818,4.0,4.0,6.0,10.0,2.0,2.4,1.2,4.0,1.5,2.0,0.273,-0.0038,23.5,65.0,5.0,23.0,43.0,70.2,4.0,3.0,0.4,1.0,7.0,4.0,0.8,0.2,1.0,1.0,2.0,3.0,1.29,0.294,647.2
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,1,156,4.0,0.0,0.0,1.0,3392.0,2499.0,848.0,1.0,156.0,0.0,Basic,annual,26.0,494.0,21.0,399.0,5.0,95.0,0.238,0.0,1121.282301652889,1.322,0.0,2.0,19.0,17.0,1076.1,7.0,0.105,10.16,22.0,484.0,0.3684,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,0.0,0.105,,28.5,153.0,5.0,39.2,59.0,77.8,4.0,3.0,0.2,0.0,30.0,2.0,0.4,0.0,1.0,2.0,3.0,1.5,0.9,0.238,161.5
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,0,478,7.0,1.0,0.0,0.0,9746.0,2985.0,1392.3,0.714,198.0,0.0,Enterprise,monthly,15.0,2985.0,34.0,1666.0,-19.0,1319.0,0.792,1.0,1138.8714756702084,0.818,0.0,26.0,21.0,18.0,934.1,9.0,0.238,10.24,13.0,468.0,0.4286,1.0,1.0,4.0,8.0,0.75,0.75,1.0,4.0,1.0,0.0,0.19,0.0068,23.4,74.0,4.0,27.5,59.0,101.2,4.0,3.0,0.25,0.0,71.0,2.0,0.5,0.0,0.0,1.0,2.0,0.0,21.0,4.0,9746.0
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,1,43,3.0,1.0,0.0,0.0,6848.0,4179.0,2282.7,1.0,16.0,0.0,Basic,annual,27.0,513.0,44.0,2156.0,-17.0,-1643.0,-0.762,1.0,1836.2794812700308,0.804,0.0,8.0,12.0,12.0,691.9,8.0,0.167,11.17,20.0,491.0,0.6667,1.0,3.0,4.0,5.0,0.75,1.2,1.6,1.0,4.0,3.0,0.333,-0.0,44.6,145.0,6.0,23.0,48.0,86.8,4.33,3.0,0.5,0.0,95.0,4.0,0.667,0.0,0.0,0.0,1.0,,0.57,0.286,326.1
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,0,362,5.0,1.0,0.0,1.0,2105.0,995.0,421.0,0.8,268.0,0.0,Basic,annual,1.0,19.0,11.0,209.0,-10.0,-190.0,-0.909,1.0,481.088869129187,1.143,0.0,33.0,16.0,13.0,647.6,6.0,0.25,8.44,53.0,457.0,0.375,0.0,1.0,2.0,6.0,0.0,0.0,0.667,4.0,0.5,-2.0,0.125,-0.0429,32.6,134.0,2.0,30.5,33.0,97.5,5.0,5.0,0.5,0.0,80.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,16.0,2.0,2105.0
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,1,98,3.0,1.0,0.0,1.0,3675.0,3087.0,1225.0,0.667,84.0,0.0,Pro,monthly,63.0,3087.0,39.0,0.0,24.0,3087.0,,1.0,1639.1214110004175,1.338,0.0,8.0,4.0,4.0,360.6,1.0,0.25,15.0,158.0,324.0,0.25,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,108.0,151.0,1.0,38.0,38.0,91.0,5.0,5.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.33,0.083,306.2
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,0,199,7.0,1.0,0.0,0.0,11687.0,5771.0,1669.6,0.857,139.0,1.0,Basic,monthly,29.0,551.0,29.0,1421.0,0.0,-870.0,-0.612,1.0,1860.1382437104737,1.114,0.143,44.0,28.0,17.0,1308.8,15.0,0.143,10.11,24.0,492.0,0.5357,1.0,2.0,4.0,9.0,0.75,0.667,0.889,5.0,0.8,-1.0,0.143,0.0,19.7,51.0,6.0,50.5,71.0,89.7,3.67,3.0,0.5,1.0,77.0,5.0,0.833,0.167,0.0,1.0,1.0,0.0,0.97,0.207,403.0
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,1,167,9.0,2.0,0.0,1.0,33970.0,14925.0,3774.4,0.778,149.0,0.0,Pro,annual,38.0,1862.0,24.0,456.0,14.0,1406.0,3.083,2.0,4983.120184962207,1.32,0.0,16.0,42.0,25.0,2000.1,25.0,0.095,9.17,31.0,484.0,0.5952,0.0,5.0,7.0,13.0,0.0,0.0,1.077,6.0,1.167,1.0,0.167,0.0099,12.1,36.0,5.0,39.8,56.0,97.4,4.0,3.0,0.2,0.0,94.0,2.0,0.4,0.0,0.0,0.0,1.0,,2.47,0.294,1998.2
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,1,68,2.0,0.0,0.0,0.0,7742.0,6027.0,3871.0,1.0,60.0,1.0,Pro,annual,123.0,6027.0,35.0,1715.0,88.0,4312.0,2.514,0.0,3049.044440476393,0.788,0.5,36.0,8.0,7.0,606.4,4.0,0.0,9.75,140.0,355.0,0.5,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,59.2,113.0,5.0,34.8,69.0,101.8,4.25,4.0,0.2,1.0,174.0,4.0,0.8,0.2,0.0,0.0,1.0,,1.6,1.0,1548.4
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,True,1,56,3.0,0.0,0.0,0.0,285.0,95.0,95.0,1.0,52.0,0.0,Basic,annual,5.0,95.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,6.0,323.4,6.0,0.0,9.5,108.0,400.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,3.0,0.0,-3.0,0.0,-0.0,80.0,205.0,1.0,16.0,16.0,1.0,,,1.0,0.0,382.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.2,0.2,57.0
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,False,0,462,7.0,0.0,0.0,1.0,15135.0,10149.0,2162.1,0.857,373.0,0.0,Pro,annual,1.0,49.0,51.0,10149.0,-50.0,-10100.0,-0.995,0.0,3708.664513836548,1.715,0.0,23.0,33.0,26.0,1657.7,15.0,0.091,9.45,39.0,475.0,0.4545,0.0,1.0,4.0,9.0,0.0,0.0,0.889,5.0,0.8,-1.0,0.121,-0.0219,15.8,63.0,0.0,,,,,,,0.0,516.0,0.0,,,0.0,0.0,0.0,,33.0,,15135.0
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,0,254,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,146.0,0.0,Enterprise,annual,32.0,0.0,32.0,0.0,0.0,0.0,,0.0,,,0.0,146.0,4.0,4.0,256.7,3.0,0.25,11.75,17.0,318.0,0.75,1.0,1.0,1.0,1.0,3.0,6.0,2.0,0.0,,1.0,0.25,,106.0,248.0,3.0,39.3,55.0,107.0,4.0,4.0,0.667,1.0,208.0,1.0,0.333,0.333,0.0,0.0,0.0,,0.12,0.094,0.0
A-034368,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,1,208,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,169.0,0.0,Basic,monthly,19.0,0.0,19.0,0.0,0.0,0.0,,0.0,,,0.0,169.0,4.0,4.0,157.2,2.0,0.0,9.0,179.0,321.0,0.5,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,107.0,142.0,5.0,41.2,65.0,91.8,4.0,3.0,0.6,0.0,27.0,2.0,0.4,0.0,1.0,1.0,1.0,3.0,0.21,0.263,0.0
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,8,False,False,0,369,6.0,1.0,1.0,1.0,15900.0,9751.0,2650.0,1.0,337.0,0.0,Pro,monthly,16.0,784.0,68.0,3332.0,-52.0,-2548.0,-0.765,0.0,3671.316548596702,1.385,0.0,105.0,27.0,17.0,1540.6,14.0,0.037,9.93,16.0,496.0,0.5185,1.0,4.0,7.0,13.0,0.429,0.462,1.077,6.0,1.167,1.0,0.259,-0.0253,19.1,82.0,3.0,22.3,35.0,102.3,4.0,4.0,0.333,0.0,63.0,2.0,0.667,0.0,0.0,1.0,2.0,0.0,3.38,0.375,1987.5
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,1,270,5.0,0.0,1.0,0.0,8861.0,5174.0,1772.2,0.6,171.0,1.0,Pro,monthly,59.0,2891.0,16.0,304.0,43.0,2587.0,8.51,-1.0,2215.7472103107793,1.25,0.2,40.0,15.0,13.0,603.3,9.0,0.133,9.27,39.0,469.0,0.6,0.0,1.0,1.0,5.0,0.0,0.0,0.4,4.0,0.25,-3.0,0.067,-0.0,33.5,73.0,4.0,52.5,68.0,109.8,4.0,4.0,0.0,0.0,130.0,3.0,0.75,0.0,0.0,0.0,2.0,,3.0,0.8,1772.2
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,0,147,7.0,1.0,0.0,2.0,57855.0,17313.0,8265.0,0.857,121.0,0.0,Enterprise,monthly,87.0,17313.0,87.0,1653.0,0.0,15660.0,9.474,1.0,8582.48128457033,1.038,0.0,4.0,23.0,19.0,1078.6,20.0,0.043,9.83,11.0,497.0,0.8696,2.0,3.0,4.0,6.0,1.5,2.0,1.333,2.0,2.0,2.0,0.174,0.0348,22.6,69.0,1.0,64.0,64.0,18.0,,,1.0,0.0,310.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.26,0.011,665.0
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,1,471,7.0,2.0,0.0,2.0,2261.0,912.0,323.0,0.714,439.0,0.0,Pro,monthly,5.0,245.0,8.0,392.0,-3.0,-147.0,-0.375,2.0,309.91665546293785,0.959,0.0,17.0,26.0,23.0,1349.4,19.0,0.038,10.73,60.0,427.0,0.7308,0.0,1.0,3.0,9.0,0.0,0.0,0.667,6.0,0.5,-3.0,0.115,-0.1115,18.6,58.0,4.0,34.8,64.0,90.5,3.5,3.0,0.5,0.0,202.0,3.0,0.75,0.0,0.0,0.0,0.0,,5.2,0.8,452.2
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,0,41,2.0,0.0,0.0,1.0,342.0,342.0,171.0,1.0,21.0,0.0,Basic,annual,18.0,342.0,156.0,0.0,-138.0,342.0,,0.0,241.83051916579925,1.414,0.0,12.0,6.0,6.0,251.7,4.0,0.0,9.33,78.0,271.0,0.6667,0.0,0.0,1.0,3.0,0.0,0.0,0.667,2.0,0.5,-1.0,0.167,0.0,54.2,100.0,1.0,22.0,22.0,40.0,4.0,4.0,0.0,0.0,348.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.33,0.056,19.0
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,True,1,48,1.0,0.0,0.0,0.0,539.0,539.0,539.0,1.0,37.0,0.0,Pro,annual,11.0,539.0,11.0,539.0,0.0,0.0,0.0,0.0,,,0.0,37.0,2.0,2.0,100.8,0.0,0.0,9.0,146.0,256.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,-1.0,0.0,,256.0,256.0,0.0,,,,,,,0.0,516.0,0.0,,,0.0,0.0,0.0,,0.67,,179.7
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Pro,105,False,False,0,151,5.0,2.0,0.0,3.0,41790.0,20895.0,8358.0,1.0,94.0,0.0,Enterprise,annual,105.0,20895.0,105.0,0.0,0.0,20895.0,,2.0,11444.662839070446,1.369,0.0,2.0,15.0,13.0,734.9,3.0,0.067,9.2,26.0,395.0,0.2,1.0,2.0,4.0,6.0,0.75,1.0,1.333,2.0,2.0,2.0,0.267,-0.0,28.2,67.0,1.0,60.0,60.0,82.0,4.0,4.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.14,0.01,398.0
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Enterprise,28,False,True,0,389,9.0,0.0,0.0,0.0,19714.0,5572.0,2190.4,0.667,363.0,0.0,Pro,monthly,28.0,1372.0,28.0,5572.0,0.0,-4200.0,-0.754,0.0,1936.316548960365,0.884,0.0,14.0,34.0,23.0,2082.0,24.0,0.088,10.65,6.0,465.0,0.7059,4.0,4.0,5.0,11.0,2.4,2.182,0.909,6.0,0.833,-1.0,0.147,0.0192,14.1,53.0,3.0,40.3,55.0,67.7,4.0,4.0,0.667,0.0,103.0,1.0,0.333,0.0,0.0,0.0,1.0,,1.21,0.107,704.1
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,1,66,4.0,0.0,0.0,2.0,7403.0,6567.0,1850.8,1.0,60.0,0.0,Pro,monthly,33.0,0.0,33.0,6567.0,0.0,-6567.0,-1.0,0.0,3168.768569965311,1.712,0.0,15.0,11.0,11.0,525.9,4.0,0.091,9.18,48.0,440.0,0.3636,0.0,1.0,1.0,3.0,0.0,0.0,0.667,2.0,0.5,-1.0,0.091,-0.0,44.0,101.0,4.0,30.8,65.0,85.8,3.0,3.0,0.75,0.0,188.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.33,0.121,224.3
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,1,80,3.0,0.0,0.0,1.0,3811.0,3184.0,1270.3,0.667,69.0,0.0,Basic,annual,33.0,627.0,16.0,3184.0,17.0,-2557.0,-0.803,0.0,1686.6749341035852,1.328,0.0,20.0,9.0,8.0,521.6,8.0,0.111,10.78,108.0,398.0,0.8889,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,0.0,-2.0,0.0,,49.8,99.0,3.0,36.0,52.0,100.3,3.0,3.0,0.667,0.0,138.0,3.0,1.0,0.0,0.0,0.0,1.0,,0.56,0.188,238.2
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Basic,27,False,False,0,396,5.0,1.0,1.0,1.0,6239.0,2548.0,1247.8,0.8,184.0,1.0,Pro,monthly,27.0,1323.0,52.0,0.0,-25.0,1323.0,,0.0,908.2899867333119,0.728,0.2,97.0,17.0,13.0,849.9,9.0,0.235,9.35,17.0,479.0,0.5294,1.0,2.0,3.0,6.0,1.0,1.0,1.0,3.0,1.0,0.0,0.176,0.0,29.9,67.0,2.0,44.5,71.0,98.0,4.0,4.0,0.5,0.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.63,0.074,231.1
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,False,1,161,6.0,0.0,1.0,0.0,18170.0,7960.0,3028.3,0.333,122.0,0.0,Enterprise,annual,27.0,5373.0,40.0,7960.0,-13.0,-2587.0,-0.325,-1.0,3079.499353249919,1.017,0.0,2.0,29.0,19.0,1766.8,15.0,0.172,10.41,4.0,510.0,0.5172,1.0,2.0,4.0,6.0,0.75,1.0,1.333,2.0,2.0,2.0,0.138,0.0,18.9,52.0,3.0,31.7,48.0,112.3,4.0,4.0,0.333,0.0,210.0,3.0,1.0,0.0,0.0,0.0,0.0,,2.07,0.214,1297.9
